plant_v,LDR,PH_value,VOC,Leaf_Temperature,Ambient_temperature,Nitrogen_N,phosphorus_P,potassium_K,Soil_Moisture,Scenario,Class
1.7,Bright,5.2,13 ppm,42.6C,38.7C,44,18,83,61,Normal monitoring,Nutrient Deficiency
1.62,Bright,5.5,17 ppm,29.7C,26.6C,34,12,92,59,Normal monitoring,Nutrient Deficiency
1.64,Dim,6.1,12 ppm,27.0C,24.3C,85,46,195,64,Normal monitoring,Healthy
1.7,Dim,5.2,19 ppm,38.8C,38.7C,34,13,96,63,Normal monitoring,Nutrient Deficiency
1.71,Bright,6.0,10 ppm,16.4C,17.8C,85,36,213,68,Normal monitoring,Healthy
1.64,Dim,4.9,15 ppm,36.6C,32.6C,26,13,97,62,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.4,47 ppm,39.1C,32.0C,77,37,155,69,Pest infection,Disease
1.66,Bright,4.3,48 ppm,21.0C,15.0C,51,30,161,67,Viral infection,Disease
1.65,Bright,4.9,11 ppm,30.1C,29.9C,30,18,81,52,Normal monitoring,Nutrient Deficiency
1.65,Bright,3.6,57 ppm,27.6C,21.3C,60,37,152,76,Bacterial infection,Disease
1.63,Dim,5.3,18 ppm,25.6C,24.2C,34,12,100,63,Normal monitoring,Nutrient Deficiency
1.58,Dark,5.6,23 ppm,24.6C,18.5C,38,23,101,20,Normal monitoring,Water Stress
1.66,Bright,6.3,7 ppm,19.9C,19.2C,78,42,216,67,Normal monitoring,Healthy
1.62,Dark,5.2,17 ppm,32.8C,31.0C,24,13,105,57,Normal monitoring,Nutrient Deficiency
1.6,Bright,6.3,13 ppm,31.3C,32.3C,78,45,195,65,Normal monitoring,Healthy
1.67,Dim,5.6,19 ppm,40.5C,33.8C,40,26,115,24,Normal monitoring,Water Stress
1.62,Bright,4.9,16 ppm,28.2C,25.5C,49,18,81,58,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.9,11 ppm,32.8C,33.3C,75,42,217,57,Normal monitoring,Healthy
1.64,Dark,4.5,56 ppm,42.6C,36.6C,64,30,157,78,Viral infection,Disease
1.65,Bright,5.2,14 ppm,17.4C,16.9C,27,18,116,62,Normal monitoring,Nutrient Deficiency
1.61,Bright,4.1,54 ppm,31.0C,25.5C,65,32,182,65,Pest infection,Disease
1.62,Bright,3.6,58 ppm,45.4C,36.0C,73,26,150,71,Pest infection,Disease
1.73,Bright,5.8,18 ppm,34.6C,27.1C,44,23,91,18,Normal monitoring,Water Stress
1.66,Bright,6.0,8 ppm,25.9C,25.1C,75,38,207,62,Normal monitoring,Healthy
1.67,Bright,6.3,6 ppm,23.3C,25.0C,76,48,206,63,Normal monitoring,Healthy
1.67,Dark,6.5,14 ppm,31.9C,33.7C,83,41,202,59,Normal monitoring,Healthy
1.66,Bright,4.2,45 ppm,41.1C,33.0C,75,25,159,71,Bacterial infection,Disease
1.6,Dim,4.2,53 ppm,25.3C,19.4C,52,25,178,74,Viral infection,Disease
1.64,Bright,5.6,19 ppm,39.6C,33.1C,42,22,110,15,Normal monitoring,Water Stress
1.65,Dim,3.8,31 ppm,38.5C,33.0C,63,38,192,65,Pest infection,Disease
1.61,Dim,5.1,17 ppm,14.7C,12.3C,21,12,99,52,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.8,15 ppm,26.3C,20.1C,38,25,128,26,Normal monitoring,Water Stress
1.7,Bright,5.6,20 ppm,35.4C,29.4C,39,18,129,29,Normal monitoring,Water Stress
1.65,Bright,5.5,12 ppm,31.8C,28.3C,34,19,99,52,Normal monitoring,Nutrient Deficiency
1.63,Dim,6.4,5 ppm,30.5C,31.4C,85,36,207,58,Normal monitoring,Healthy
1.67,Dim,5.5,19 ppm,38.0C,30.1C,42,22,119,21,Normal monitoring,Water Stress
1.67,Bright,5.1,12 ppm,22.7C,21.1C,26,13,101,59,Normal monitoring,Nutrient Deficiency
1.58,Bright,5.6,23 ppm,41.5C,35.9C,48,28,118,17,Normal monitoring,Water Stress
1.62,Bright,6.2,7 ppm,18.2C,18.7C,81,36,213,60,Normal monitoring,Healthy
1.63,Dim,4.8,19 ppm,34.8C,32.8C,23,19,82,58,Normal monitoring,Nutrient Deficiency
1.65,Bright,3.9,34 ppm,45.4C,40.4C,59,33,162,78,Viral infection,Disease
1.6,Dim,4.8,11 ppm,36.2C,33.9C,37,18,116,57,Normal monitoring,Nutrient Deficiency
1.7,Dim,5.9,13 ppm,35.0C,35.3C,78,38,198,60,Normal monitoring,Healthy
1.65,Dim,5.9,11 ppm,18.2C,15.3C,82,48,215,60,Normal monitoring,Healthy
1.67,Dark,6.3,11 ppm,24.2C,22.3C,79,44,206,57,Normal monitoring,Healthy
1.61,Dark,5.9,14 ppm,27.6C,27.5C,81,49,213,55,Normal monitoring,Healthy
1.65,Bright,4.1,59 ppm,32.5C,23.3C,62,37,197,68,Bacterial infection,Disease
1.61,Dim,4.4,49 ppm,26.5C,22.4C,62,35,161,72,Viral infection,Disease
1.64,Dim,4.4,52 ppm,35.4C,30.2C,66,31,186,73,Pest infection,Disease
1.7,Dim,5.9,18 ppm,43.5C,35.9C,49,27,104,13,Normal monitoring,Water Stress
1.64,Bright,4.4,33 ppm,40.5C,33.1C,59,39,144,68,Viral infection,Disease
1.72,Bright,4.8,18 ppm,32.6C,29.5C,20,15,94,56,Normal monitoring,Nutrient Deficiency
1.6,Bright,6.4,8 ppm,27.9C,29.3C,76,36,206,67,Normal monitoring,Healthy
1.64,Bright,4.1,31 ppm,34.2C,26.2C,68,35,167,65,Viral infection,Disease
1.65,Bright,6.0,7 ppm,20.2C,18.9C,77,44,191,63,Normal monitoring,Healthy
1.6,Bright,6.1,6 ppm,35.6C,33.0C,83,44,200,60,Normal monitoring,Healthy
1.64,Bright,5.6,21 ppm,39.1C,32.4C,45,24,116,29,Normal monitoring,Water Stress
1.63,Bright,5.8,17 ppm,32.1C,26.0C,47,28,105,16,Normal monitoring,Water Stress
1.64,Dim,4.0,38 ppm,44.4C,36.5C,62,28,174,81,Fungal infection,Disease
1.67,Dim,5.8,21 ppm,18.6C,12.8C,43,24,128,11,Normal monitoring,Water Stress
1.67,Bright,6.0,13 ppm,9.3C,10.5C,86,40,201,68,Normal monitoring,Healthy
1.71,Bright,6.0,9 ppm,25.3C,23.9C,86,36,217,59,Normal monitoring,Healthy
1.65,Bright,5.2,11 ppm,36.0C,32.3C,49,16,98,56,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.8,16 ppm,31.2C,23.8C,41,15,126,15,Normal monitoring,Water Stress
1.62,Dark,3.6,56 ppm,21.8C,14.6C,76,31,166,77,Pest infection,Disease
1.65,Bright,4.1,53 ppm,29.3C,22.7C,66,37,161,68,Bacterial infection,Disease
1.63,Bright,5.9,9 ppm,20.0C,18.4C,86,46,219,64,Normal monitoring,Healthy
1.66,Dim,6.0,15 ppm,43.1C,36.2C,43,18,106,11,Normal monitoring,Water Stress
1.69,Bright,5.8,7 ppm,15.4C,16.0C,78,38,210,68,Normal monitoring,Healthy
1.7,Dark,5.5,19 ppm,25.6C,25.0C,22,11,103,60,Normal monitoring,Nutrient Deficiency
1.67,Bright,4.3,50 ppm,38.4C,29.1C,70,28,174,79,Pest infection,Disease
1.69,Bright,5.1,17 ppm,28.0C,25.2C,34,14,106,50,Normal monitoring,Nutrient Deficiency
1.6,Bright,6.1,5 ppm,37.1C,35.9C,78,40,210,62,Normal monitoring,Healthy
1.61,Bright,6.4,7 ppm,34.0C,35.0C,86,49,195,67,Normal monitoring,Healthy
1.61,Dim,6.0,14 ppm,16.3C,15.5C,79,43,190,61,Normal monitoring,Healthy
1.7,Bright,4.0,46 ppm,43.9C,34.8C,62,29,165,65,Viral infection,Disease
1.65,Bright,4.9,11 ppm,22.5C,19.9C,27,11,97,64,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.2,10 ppm,18.6C,16.2C,28,16,105,52,Normal monitoring,Nutrient Deficiency
1.68,Bright,5.5,12 ppm,38.4C,35.7C,24,15,93,58,Normal monitoring,Nutrient Deficiency
1.63,Bright,6.0,15 ppm,39.9C,33.0C,44,24,121,19,Normal monitoring,Water Stress
1.62,Dim,3.6,55 ppm,26.3C,22.3C,68,37,168,77,Viral infection,Disease
1.67,Bright,4.8,11 ppm,37.3C,35.6C,45,18,86,57,Normal monitoring,Nutrient Deficiency
1.69,Bright,3.6,46 ppm,37.3C,28.1C,74,39,155,73,Bacterial infection,Disease
1.64,Bright,3.3,59 ppm,38.6C,32.2C,62,32,151,79,Bacterial infection,Disease
1.69,Bright,5.7,20 ppm,40.3C,32.5C,35,21,118,15,Normal monitoring,Water Stress
1.67,Bright,4.8,13 ppm,18.5C,15.2C,24,14,113,60,Normal monitoring,Nutrient Deficiency
1.66,Bright,4.4,51 ppm,27.3C,21.0C,74,28,193,68,Pest infection,Disease
1.67,Dim,4.9,15 ppm,31.5C,27.7C,28,17,91,59,Normal monitoring,Nutrient Deficiency
1.69,Bright,3.9,32 ppm,36.3C,28.9C,50,31,135,70,Viral infection,Disease
1.71,Bright,5.1,17 ppm,39.7C,35.9C,21,16,96,55,Normal monitoring,Nutrient Deficiency
1.58,Dim,6.5,7 ppm,26.4C,27.4C,87,43,205,56,Normal monitoring,Healthy
1.65,Bright,4.8,18 ppm,10.7C,10.1C,28,17,87,59,Normal monitoring,Nutrient Deficiency
1.69,Bright,4.6,11 ppm,30.4C,29.8C,47,10,84,59,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.2,16 ppm,31.7C,29.9C,39,10,108,59,Normal monitoring,Nutrient Deficiency
1.61,Bright,4.2,44 ppm,33.5C,27.0C,65,27,159,81,Fungal infection,Disease
1.67,Bright,5.9,21 ppm,17.4C,12.1C,49,21,99,19,Normal monitoring,Water Stress
1.69,Dim,6.4,11 ppm,35.3C,33.1C,77,48,211,68,Normal monitoring,Healthy
1.7,Bright,6.3,14 ppm,32.6C,31.5C,80,46,214,67,Normal monitoring,Healthy
1.65,Bright,4.4,44 ppm,37.2C,31.0C,70,34,180,76,Fungal infection,Disease
1.66,Bright,5.7,23 ppm,40.0C,33.5C,40,20,91,29,Normal monitoring,Water Stress
1.69,Dim,3.8,63 ppm,22.0C,15.5C,60,29,174,74,Fungal infection,Disease
1.64,Bright,5.9,18 ppm,35.0C,28.7C,41,27,99,18,Normal monitoring,Water Stress
1.61,Bright,3.7,40 ppm,29.5C,24.4C,65,25,195,79,Fungal infection,Disease
1.65,Dark,5.7,21 ppm,25.7C,20.7C,43,26,129,16,Normal monitoring,Water Stress
1.66,Bright,5.9,7 ppm,16.9C,17.9C,88,36,203,64,Normal monitoring,Healthy
1.71,Bright,5.9,9 ppm,26.8C,28.3C,86,44,205,57,Normal monitoring,Healthy
1.65,Bright,5.9,8 ppm,32.3C,33.3C,79,38,192,57,Normal monitoring,Healthy
1.65,Dim,6.3,8 ppm,31.6C,30.6C,87,49,215,64,Normal monitoring,Healthy
1.67,Bright,5.6,22 ppm,37.4C,32.1C,45,19,127,18,Normal monitoring,Water Stress
1.64,Dim,4.6,14 ppm,31.7C,31.4C,29,19,102,54,Normal monitoring,Nutrient Deficiency
1.68,Bright,5.4,14 ppm,34.2C,32.1C,38,11,102,53,Normal monitoring,Nutrient Deficiency
1.62,Dark,4.9,12 ppm,15.4C,12.4C,35,14,84,62,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.6,23 ppm,19.9C,14.6C,44,29,116,21,Normal monitoring,Water Stress
1.65,Bright,4.0,36 ppm,21.9C,12.9C,61,29,163,67,Viral infection,Disease
1.68,Bright,5.4,18 ppm,19.2C,16.2C,30,15,105,59,Normal monitoring,Nutrient Deficiency
1.66,Dim,5.8,17 ppm,33.4C,28.0C,38,21,97,24,Normal monitoring,Water Stress
1.65,Bright,6.1,13 ppm,18.2C,17.8C,88,42,191,55,Normal monitoring,Healthy
1.66,Bright,4.0,42 ppm,40.5C,35.3C,74,36,178,71,Bacterial infection,Disease
1.71,Bright,5.7,19 ppm,35.5C,28.4C,36,18,95,20,Normal monitoring,Water Stress
1.6,Bright,4.1,44 ppm,40.4C,34.1C,57,31,166,67,Viral infection,Disease
1.66,Dim,5.9,17 ppm,41.7C,34.7C,39,29,92,28,Normal monitoring,Water Stress
1.66,Bright,6.5,13 ppm,20.5C,20.9C,86,35,203,68,Normal monitoring,Healthy
1.64,Bright,4.2,33 ppm,41.0C,31.4C,55,27,160,68,Viral infection,Disease
1.65,Dark,3.3,43 ppm,24.1C,16.7C,73,38,163,73,Bacterial infection,Disease
1.71,Bright,5.9,11 ppm,22.5C,20.8C,79,38,207,55,Normal monitoring,Healthy
1.66,Dim,4.7,19 ppm,28.3C,27.7C,28,15,95,52,Normal monitoring,Nutrient Deficiency
1.65,Bright,6.0,10 ppm,22.2C,19.7C,88,42,201,64,Normal monitoring,Healthy
1.61,Bright,5.6,16 ppm,19.8C,14.5C,48,29,94,13,Normal monitoring,Water Stress
1.68,Dark,5.8,21 ppm,35.4C,28.8C,35,23,110,26,Normal monitoring,Water Stress
1.63,Dim,6.1,12 ppm,34.4C,34.6C,78,49,204,69,Normal monitoring,Healthy
1.66,Dark,5.0,19 ppm,32.2C,31.7C,32,12,87,53,Normal monitoring,Nutrient Deficiency
1.62,Bright,5.2,15 ppm,36.2C,34.8C,34,11,98,51,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.2,19 ppm,15.8C,14.9C,27,16,90,56,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.7,16 ppm,34.5C,29.1C,47,20,124,25,Normal monitoring,Water Stress
1.61,Bright,5.8,20 ppm,24.1C,17.6C,49,25,109,13,Normal monitoring,Water Stress
1.61,Bright,6.0,20 ppm,32.8C,27.2C,41,17,114,25,Normal monitoring,Water Stress
1.62,Dim,5.5,21 ppm,35.4C,30.2C,39,23,115,20,Normal monitoring,Water Stress
1.68,Bright,4.6,17 ppm,42.6C,39.1C,34,10,101,60,Normal monitoring,Nutrient Deficiency
1.64,Dim,5.0,13 ppm,36.9C,35.1C,27,10,106,61,Normal monitoring,Nutrient Deficiency
1.63,Dim,4.8,11 ppm,29.8C,29.4C,27,11,84,52,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.8,8 ppm,33.7C,35.5C,77,45,196,68,Normal monitoring,Healthy
1.66,Dim,4.9,19 ppm,16.7C,16.5C,29,15,96,56,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.1,15 ppm,24.8C,23.0C,38,12,91,59,Normal monitoring,Nutrient Deficiency
1.69,Dim,5.6,21 ppm,39.2C,34.2C,48,28,126,28,Normal monitoring,Water Stress
1.61,Bright,4.8,17 ppm,32.3C,30.7C,29,10,115,55,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.0,41 ppm,41.1C,33.0C,50,34,130,76,Viral infection,Disease
1.64,Bright,5.5,23 ppm,21.2C,14.3C,35,15,122,15,Normal monitoring,Water Stress
1.66,Bright,5.6,21 ppm,41.6C,33.8C,45,16,103,17,Normal monitoring,Water Stress
1.65,Bright,5.8,22 ppm,34.0C,26.5C,39,19,107,10,Normal monitoring,Water Stress
1.66,Bright,4.7,18 ppm,35.4C,32.2C,37,18,80,63,Normal monitoring,Nutrient Deficiency
1.7,Bright,6.0,7 ppm,29.4C,28.5C,84,37,196,68,Normal monitoring,Healthy
1.66,Bright,5.4,13 ppm,34.2C,32.5C,46,18,114,56,Normal monitoring,Nutrient Deficiency
1.64,Bright,6.3,12 ppm,16.5C,15.8C,80,39,211,59,Normal monitoring,Healthy
1.63,Dark,4.1,60 ppm,35.1C,28.7C,62,29,182,80,Fungal infection,Disease
1.66,Dim,3.7,44 ppm,32.6C,29.0C,64,28,188,73,Fungal infection,Disease
1.65,Dim,5.9,24 ppm,37.5C,32.1C,44,25,108,27,Normal monitoring,Water Stress
1.64,Bright,5.8,19 ppm,43.4C,36.2C,46,21,129,18,Normal monitoring,Water Stress
1.68,Dim,6.2,5 ppm,33.9C,31.9C,78,49,204,67,Normal monitoring,Healthy
1.64,Bright,3.4,31 ppm,34.7C,27.0C,72,29,177,77,Bacterial infection,Disease
1.64,Bright,6.0,5 ppm,33.1C,33.3C,80,42,194,69,Normal monitoring,Healthy
1.63,Dim,3.3,58 ppm,25.7C,20.0C,77,31,196,65,Bacterial infection,Disease
1.64,Dark,4.5,56 ppm,40.4C,34.7C,63,37,153,70,Fungal infection,Disease
1.66,Bright,5.8,9 ppm,22.3C,23.2C,81,38,203,63,Normal monitoring,Healthy
1.65,Bright,4.5,37 ppm,22.1C,18.1C,68,33,152,65,Viral infection,Disease
1.67,Dim,5.6,18 ppm,19.6C,14.4C,48,17,104,15,Normal monitoring,Water Stress
1.6,Bright,4.0,37 ppm,32.4C,28.2C,58,34,141,65,Viral infection,Disease
1.64,Dim,5.8,22 ppm,32.2C,24.3C,45,16,113,14,Normal monitoring,Water Stress
1.66,Dim,5.4,17 ppm,29.8C,28.6C,29,18,95,60,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.9,16 ppm,28.1C,27.1C,37,14,117,62,Normal monitoring,Nutrient Deficiency
1.62,Bright,6.1,11 ppm,34.1C,35.2C,89,39,204,58,Normal monitoring,Healthy
1.67,Bright,6.0,23 ppm,35.2C,28.5C,48,20,112,14,Normal monitoring,Water Stress
1.64,Dim,6.3,11 ppm,37.7C,36.6C,83,36,197,62,Normal monitoring,Healthy
1.65,Dark,4.2,57 ppm,22.0C,12.7C,74,36,158,72,Fungal infection,Disease
1.6,Dark,5.6,21 ppm,35.1C,27.9C,41,21,115,22,Normal monitoring,Water Stress
1.6,Dark,6.0,5 ppm,27.7C,27.7C,75,39,206,62,Normal monitoring,Healthy
1.66,Bright,5.0,12 ppm,17.5C,15.5C,29,16,109,59,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.1,15 ppm,22.6C,19.2C,27,14,100,51,Normal monitoring,Nutrient Deficiency
1.61,Bright,5.9,11 ppm,27.0C,26.6C,78,47,198,57,Normal monitoring,Healthy
1.7,Bright,4.4,31 ppm,29.6C,23.1C,72,31,189,69,Pest infection,Disease
1.68,Dim,4.6,14 ppm,35.3C,33.2C,25,16,116,55,Normal monitoring,Nutrient Deficiency
1.62,Bright,4.4,30 ppm,44.8C,35.2C,68,29,183,72,Pest infection,Disease
1.6,Bright,4.3,56 ppm,36.4C,32.0C,79,29,157,70,Pest infection,Disease
1.67,Dim,3.2,48 ppm,33.1C,28.9C,69,28,179,67,Bacterial infection,Disease
1.66,Bright,5.8,15 ppm,19.5C,13.9C,42,22,98,21,Normal monitoring,Water Stress
1.63,Bright,3.7,37 ppm,37.0C,33.6C,62,26,175,70,Bacterial infection,Disease
1.65,Bright,6.0,16 ppm,31.8C,25.2C,45,25,129,21,Normal monitoring,Water Stress
1.67,Bright,4.6,17 ppm,17.9C,16.7C,28,11,106,54,Normal monitoring,Nutrient Deficiency
1.61,Bright,5.2,18 ppm,30.8C,27.4C,32,13,116,58,Normal monitoring,Nutrient Deficiency
1.6,Bright,4.0,33 ppm,34.9C,26.9C,74,38,199,75,Bacterial infection,Disease
1.65,Bright,4.2,47 ppm,31.4C,25.8C,65,26,157,77,Viral infection,Disease
1.62,Bright,5.0,11 ppm,23.6C,20.4C,41,18,83,61,Normal monitoring,Nutrient Deficiency
1.65,Bright,4.2,43 ppm,29.9C,23.5C,71,34,183,72,Pest infection,Disease
1.64,Bright,6.2,12 ppm,36.4C,33.5C,86,45,198,69,Normal monitoring,Healthy
1.68,Dim,5.5,15 ppm,20.5C,15.3C,43,24,128,29,Normal monitoring,Water Stress
1.66,Bright,6.1,6 ppm,23.4C,22.2C,85,42,211,58,Normal monitoring,Healthy
1.66,Bright,4.6,15 ppm,30.0C,26.7C,37,11,104,62,Normal monitoring,Nutrient Deficiency
1.62,Bright,5.5,15 ppm,24.5C,16.5C,39,25,116,14,Normal monitoring,Water Stress
1.69,Bright,6.3,13 ppm,26.2C,27.3C,89,39,217,69,Normal monitoring,Healthy
1.63,Bright,6.5,12 ppm,31.6C,30.5C,87,47,204,68,Normal monitoring,Healthy
1.64,Dim,6.3,12 ppm,18.3C,16.8C,88,35,214,61,Normal monitoring,Healthy
1.62,Bright,6.4,7 ppm,37.6C,34.7C,82,38,213,63,Normal monitoring,Healthy
1.63,Bright,3.3,48 ppm,32.1C,25.9C,72,27,193,70,Bacterial infection,Disease
1.68,Bright,6.0,10 ppm,32.9C,30.0C,75,46,216,57,Normal monitoring,Healthy
1.65,Dim,5.8,18 ppm,29.9C,22.5C,46,22,98,24,Normal monitoring,Water Stress
1.66,Bright,5.9,11 ppm,11.7C,13.6C,83,36,208,61,Normal monitoring,Healthy
1.62,Bright,5.4,13 ppm,26.9C,23.2C,36,12,92,64,Normal monitoring,Nutrient Deficiency
1.68,Bright,5.6,24 ppm,36.6C,31.2C,44,18,125,10,Normal monitoring,Water Stress
1.67,Bright,4.8,15 ppm,28.2C,27.4C,34,19,110,60,Normal monitoring,Nutrient Deficiency
1.63,Bright,6.0,14 ppm,35.3C,33.4C,82,44,215,57,Normal monitoring,Healthy
1.62,Dark,5.8,11 ppm,22.1C,20.1C,83,43,214,64,Normal monitoring,Healthy
1.71,Dark,3.9,40 ppm,18.7C,15.7C,64,30,157,67,Viral infection,Disease
1.62,Dim,5.9,7 ppm,30.2C,30.8C,86,39,219,57,Normal monitoring,Healthy
1.62,Dark,5.9,13 ppm,31.8C,29.4C,81,36,197,55,Normal monitoring,Healthy
1.64,Dark,5.4,11 ppm,30.3C,29.3C,45,13,90,54,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.5,24 ppm,29.2C,22.0C,44,23,92,20,Normal monitoring,Water Stress
1.7,Dim,5.3,14 ppm,22.2C,18.6C,31,14,89,60,Normal monitoring,Nutrient Deficiency
1.68,Dim,3.8,40 ppm,41.4C,33.1C,67,39,168,75,Bacterial infection,Disease
1.68,Bright,4.6,13 ppm,19.5C,17.1C,27,12,117,53,Normal monitoring,Nutrient Deficiency
1.63,Dim,5.9,23 ppm,26.5C,20.7C,49,23,128,19,Normal monitoring,Water Stress
1.64,Bright,5.5,17 ppm,31.9C,26.3C,43,17,100,21,Normal monitoring,Water Stress
1.67,Dim,6.0,7 ppm,16.6C,17.9C,85,42,208,59,Normal monitoring,Healthy
1.67,Bright,5.1,15 ppm,32.9C,32.4C,30,11,93,59,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.6,16 ppm,35.2C,32.9C,21,13,113,60,Normal monitoring,Nutrient Deficiency
1.65,Bright,6.5,7 ppm,25.5C,23.1C,80,42,202,68,Normal monitoring,Healthy
1.6,Bright,4.1,53 ppm,22.6C,16.3C,53,33,153,65,Viral infection,Disease
1.72,Bright,5.4,17 ppm,30.7C,27.0C,27,18,82,57,Normal monitoring,Nutrient Deficiency
1.68,Bright,6.5,11 ppm,37.0C,34.3C,88,47,191,63,Normal monitoring,Healthy
1.67,Bright,3.8,50 ppm,34.7C,29.4C,76,35,196,73,Fungal infection,Disease
1.66,Bright,5.2,10 ppm,16.5C,14.6C,32,11,84,50,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.0,15 ppm,32.3C,30.2C,28,12,110,59,Normal monitoring,Nutrient Deficiency
1.63,Dark,5.2,14 ppm,40.0C,36.7C,26,14,117,63,Normal monitoring,Nutrient Deficiency
1.62,Bright,4.9,17 ppm,30.5C,28.3C,29,12,88,50,Normal monitoring,Nutrient Deficiency
1.65,Dim,6.0,11 ppm,30.6C,32.1C,89,46,210,64,Normal monitoring,Healthy
1.65,Bright,5.8,18 ppm,38.0C,32.6C,41,26,128,22,Normal monitoring,Water Stress
1.65,Bright,5.9,12 ppm,31.0C,29.8C,83,42,197,62,Normal monitoring,Healthy
1.67,Bright,6.4,8 ppm,24.9C,22.1C,76,42,192,63,Normal monitoring,Healthy
1.66,Dark,5.5,21 ppm,22.1C,14.2C,47,25,105,17,Normal monitoring,Water Stress
1.64,Bright,5.0,19 ppm,17.7C,17.2C,20,16,85,63,Normal monitoring,Nutrient Deficiency
1.67,Dim,5.7,19 ppm,32.6C,27.2C,43,26,91,15,Normal monitoring,Water Stress
1.63,Dark,5.9,7 ppm,11.7C,13.3C,83,48,204,57,Normal monitoring,Healthy
1.63,Bright,6.2,8 ppm,33.2C,32.4C,76,37,212,61,Normal monitoring,Healthy
1.68,Dark,4.4,61 ppm,33.2C,24.1C,75,39,151,73,Fungal infection,Disease
1.68,Bright,6.2,14 ppm,36.4C,35.3C,82,41,204,64,Normal monitoring,Healthy
1.65,Bright,6.3,7 ppm,38.6C,40.1C,83,49,194,57,Normal monitoring,Healthy
1.66,Dim,5.9,19 ppm,35.5C,29.9C,38,24,108,24,Normal monitoring,Water Stress
1.64,Dim,6.0,8 ppm,33.3C,32.9C,75,47,209,63,Normal monitoring,Healthy
1.63,Bright,6.0,13 ppm,21.3C,23.2C,79,42,215,63,Normal monitoring,Healthy
1.65,Bright,5.2,18 ppm,17.3C,16.4C,44,18,82,53,Normal monitoring,Nutrient Deficiency
1.63,Dim,6.0,16 ppm,39.1C,32.4C,46,22,123,17,Normal monitoring,Water Stress
1.63,Bright,5.0,15 ppm,19.6C,15.6C,33,12,94,62,Normal monitoring,Nutrient Deficiency
1.68,Bright,6.3,8 ppm,30.6C,29.3C,86,45,197,63,Normal monitoring,Healthy
1.65,Bright,5.7,23 ppm,40.4C,32.9C,41,19,108,23,Normal monitoring,Water Stress
1.65,Bright,4.5,35 ppm,43.6C,36.5C,65,27,160,75,Viral infection,Disease
1.59,Bright,6.5,8 ppm,28.7C,27.2C,88,39,212,61,Normal monitoring,Healthy
1.69,Dark,5.8,20 ppm,27.9C,22.8C,35,17,97,15,Normal monitoring,Water Stress
1.64,Bright,5.0,19 ppm,27.2C,26.9C,46,16,113,63,Normal monitoring,Nutrient Deficiency
1.67,Dark,4.8,19 ppm,21.6C,20.8C,42,11,94,51,Normal monitoring,Nutrient Deficiency
1.68,Bright,3.3,39 ppm,38.6C,33.8C,72,35,161,68,Bacterial infection,Disease
1.65,Bright,4.6,11 ppm,34.3C,33.6C,33,10,95,50,Normal monitoring,Nutrient Deficiency
1.68,Bright,6.2,10 ppm,31.3C,31.3C,86,42,211,58,Normal monitoring,Healthy
1.69,Dim,5.6,23 ppm,30.3C,25.2C,35,23,95,29,Normal monitoring,Water Stress
1.63,Bright,4.6,15 ppm,23.0C,19.2C,22,19,112,60,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.8,18 ppm,22.7C,16.7C,41,20,94,20,Normal monitoring,Water Stress
1.62,Bright,6.4,6 ppm,18.3C,15.8C,76,46,193,58,Normal monitoring,Healthy
1.7,Bright,5.8,17 ppm,33.2C,27.0C,40,26,129,22,Normal monitoring,Water Stress
1.72,Bright,4.0,55 ppm,22.8C,15.6C,72,25,199,74,Bacterial infection,Disease
1.65,Dark,3.7,44 ppm,43.5C,33.8C,60,37,195,76,Fungal infection,Disease
1.61,Dim,4.1,33 ppm,34.3C,25.7C,50,25,176,70,Viral infection,Disease
1.69,Bright,5.9,20 ppm,38.4C,32.7C,46,29,125,12,Normal monitoring,Water Stress
1.68,Bright,5.9,20 ppm,40.9C,35.1C,40,21,115,26,Normal monitoring,Water Stress
1.64,Dim,3.4,37 ppm,42.0C,34.0C,72,33,161,66,Bacterial infection,Disease
1.65,Dim,5.9,18 ppm,33.6C,27.0C,40,29,124,20,Normal monitoring,Water Stress
1.63,Dark,6.1,12 ppm,36.7C,35.1C,84,47,210,65,Normal monitoring,Healthy
1.67,Dim,5.8,24 ppm,41.0C,33.8C,35,17,99,14,Normal monitoring,Water Stress
1.65,Bright,5.1,13 ppm,29.0C,28.1C,31,17,89,58,Normal monitoring,Nutrient Deficiency
1.66,Bright,4.2,52 ppm,35.4C,28.1C,67,32,163,66,Bacterial infection,Disease
